"","Customer","TransDate","Quantity","PurchAmount","Cost","TransID"
"258",111115,"01.02.2007",1,79.95,35,125080258
"259",143972,"15.12.2009",1,21.95,20,127805248
"260",137778,"06.09.2009",1,44.95,11.4,126468709
"261",103542,"27.10.2005",1,34.95,11.22,124409715
"262",143801,"09.06.2010",1,89.95,34.5,128111786
"263",141211,"26.11.2009",1,39.95,19.55,127665878
"264",173046,"09.04.2008",1,24.95,10.4,128893094
"265",106945,"16.08.2008",1,139.95,64.98,128881122
"266",136201,"22.01.2009",1,24.95,10.5,126330708
"267",133546,"12.04.2008",1,89.95,44.95,126171673
"268",177731,"19.12.2011",1,39.95,18.66,129201160
"269",196412,"18.10.2011",1,29.95,12.23,131631125
"270",182713,"19.12.2011",1,9.95,5.63,131781046
"271",134566,"12.11.2008",1,59.95,20,126225194
"272",125004,"13.12.2007",1,69.95,31.88,125603441
"273",130754,"26.12.2008",1,39.95,20,126294215
"274",106081,"21.09.2007",1,299.95,150.54,124466471
"275",105466,"27.04.2006",1,29.95,15.9,128147052
"276",162741,"31.08.2007",2,99.9,38.6,128515718
"277",120475,"10.09.2007",1,3.95,1.73,125364828
"278",128275,"05.06.2008",1,12.95,4.5,125822938
"279",139633,"20.10.2009",1,59.95,26,127564096
"280",103736,"31.10.2005",1,24.95,5.85,124413961
"281",100563,"27.01.2005",1,0,0,124307406
"282",153912,"10.11.2010",1,11.95,3,128151537
"283",116339,"20.12.2006",1,19.95,9.5,125060579
"284",173393,"25.10.2011",1,69.95,40.92,128906432
"285",120257,"26.09.2007",1,49.95,22.32,125349605
"286",158817,"12.02.2010",1,39.95,22.62,128320753
"287",134519,"12.10.2008",1,29.95,11.47,126222616
"288",177267,"12.01.2011",1,29.95,14.5,129043266
"289",158291,"30.11.2010",1,39.95,11,128306008
"290",166035,"16.11.2008",3,119.85,58.05,128975357
"291",135041,"14.12.2008",1,79.95,19.5,126249821
"292",145919,"30.01.2010",1,39.95,19.9,127887116
"293",158686,"09.02.2005",1,24.95,9.05,129870478
"294",153862,"26.02.2010",1,59.95,24,129982187
"295",169775,"12.03.2010",1,19.95,23.5,131354524
"296",106484,"12.04.2005",1,9.95,3.6,124475932
"297",171594,"09.10.2011",1,79.95,23.75,128823582
"298",145441,"26.02.2005",1,19.95,5.85,127871856
"299",113198,"20.11.2006",1,24.95,10.75,124899841
"300",111115,"25.10.2006",1,89.95,34.5,124841335
"301",124531,"12.10.2007",1,64.95,51.75,125579234
"302",125895,"29.12.2007",1,149.95,85,125656162
"303",138305,"26.12.2007",1,144.95,62.35,128710608
"304",153151,"02.11.2011",1,29.95,8.4,131452883
"305",183267,"03.04.2012",1,24.95,12,129307190
"306",160819,"17.01.2007",1,39.95,25.99,128381282
"307",122983,"12.02.2007",1,39.95,11.1,125505684
"308",121922,"22.11.2007",1,119.95,64.46,125449749
"309",168906,"17.12.2007",1,289.95,173.99,128701227
"310",111375,"21.08.2006",1,99.95,59.99,124774948
"311",157714,"27.11.2010",1,49.95,35.93,128289709
"312",189059,"21.12.2011",1,99.95,44.07,131784385
"313",185514,"18.07.2012",1,79.95,50,129501403
"314",131803,"11.11.2008",1,39.95,16,126069687
"315",150152,"06.11.2010",1,149.95,74.5,128023427
"316",154003,"03.12.2008",1,49.95,22,128770894
"317",135411,"17.12.2008",1,59.95,16.95,126267333
"318",145624,"14.03.2005",1,34.95,13.5,127877759
"319",178325,"12.05.2011",1,29.95,13.15,129079546
"320",142522,"12.06.2009",1,69.95,34,127733962
"321",187513,"11.04.2008",2,99.9,42,129938482
"322",193978,"12.07.2010",1,49.95,20,131370073
"323",184416,"17.05.2012",1,119.95,46.54,129413011
"324",104345,"16.12.2011",1,14.95,3.15,131774844
"325",138207,"07.04.2009",1,99.95,55,126496491
"326",110180,"04.05.2007",1,199.95,108,125176500
"327",135823,"28.12.2008",1,19.95,2.32,126298037
"328",117263,"24.01.2009",1,34.95,22.32,126332989
"329",125537,"18.12.2007",1,9.95,3.68,125629671
"330",156526,"11.08.2006",1,14.95,10,128263631
"331",190933,"02.11.2011",1,219.95,128,131452892
"332",106708,"06.11.2008",2,23.9,5.98,128833238
"333",193304,"23.11.2010",1,39.95,18.6,131320359
"334",153055,"09.12.2010",1,99.95,41.65,128119112
"335",101930,"22.12.2005",1,14.95,9,128082222
"336",144848,"30.12.2009",1,89.95,40,127852113
"337",154105,"17.08.2009",1,12.95,4.5,129961908
"338",151502,"20.03.2006",1,329.95,195.6,128130365
"339",192308,"20.12.2011",2,99.9,40,131781190
"340",150798,"12.04.2005",1,5.95,2.75,128041858
"341",170562,"18.03.2008",1,69.95,30.74,128775684
"342",153316,"17.03.2006",1,29.95,12,128128875
"343",176155,"26.11.2011",1,49.95,11.03,129008976
"344",172632,"27.07.2008",1,29.95,11.25,128867594
"345",177247,"12.01.2011",1,24.95,7.25,129042516
"346",104783,"31.03.2008",1,199.95,90,125780035
"347",180986,"18.12.2011",1,249.95,202.6,129196251
"348",157311,"31.10.2011",1,59.95,24,131648705
"349",196694,"11.06.2011",1,29.95,13.15,131659061
"350",103681,"28.11.2011",1,79.95,46.33,131705571
"351",190716,"29.12.2009",1,199.95,99.97,131056120
"352",104518,"22.10.2005",1,129.95,61.11,127966392
"353",194190,"12.11.2010",1,139.95,59,131386311
"354",197827,"12.10.2011",1,59.95,18.41,131752964
"355",132348,"23.11.2009",1,299.95,166.7,127656464
"356",126784,"15.02.2008",1,59.95,22.5,125720525
"357",171862,"06.11.2008",1,119.95,59.9,128833806
"358",107016,"13.11.2006",1,109.95,49,128272351
"359",120840,"27.10.2007",1,11.95,2.99,125387703
"360",158296,"30.11.2010",1,39.95,19.55,128306196
"361",148181,"26.09.2007",1,49.95,18.71,128537019
"362",171998,"18.09.2010",5,149.75,89.75,131234525
"363",171074,"26.01.2012",1,119.95,40,129254946
"364",183092,"11.05.2009",1,599.95,225,129298706
"365",106357,"30.11.2007",1,129.95,51.28,124473053
"366",142150,"12.04.2009",1,399.95,185,127715806
"367",122783,"30.11.2007",1,49.95,23.75,125495476
"368",156988,"29.08.2008",1,24.95,11.5,128887907
"369",178560,"28.12.2008",1,59.95,24,129088788
"370",135001,"14.12.2008",1,99.95,55,126247419
"371",189107,"05.07.2012",1,29.95,10.99,130053794
"372",127764,"04.06.2008",1,119.95,57.03,125788853
"373",199452,"09.05.2012",1,79.95,30.89,131963387
"374",143059,"12.09.2009",1,49.95,15.55,127759833
"375",138880,"28.08.2009",1,69.95,29.77,127509727
"376",137661,"29.05.2009",1,279.95,138.3,126459460
"377",171215,"28.07.2008",1,99.95,24,128867955
"378",183646,"26.03.2012",1,39.95,20.75,129336347
"379",150434,"17.06.2010",1,99.95,45,128031715
"380",106673,"28.03.2006",1,139.95,65,128133629
"381",104577,"16.11.2005",1,79.95,24.5,124432761
"382",148072,"04.09.2010",1,59.95,27.5,127959848
"383",105647,"02.01.2007",1,24.95,9,124456583
"384",106082,"12.01.2005",1,99.95,57,124466487
"385",106934,"16.05.2007",1,29.95,15.45,128450642
"386",177958,"12.04.2011",1,99.95,64.52,129066521
"387",158235,"02.03.2007",1,49.95,29.75,128392068
"388",180032,"04.06.2009",1,19.95,2.34,129152652
"389",167725,"27.10.2010",1,139.95,58,131269757
"390",142590,"12.07.2009",1,24.95,7.5,127737980
"391",141023,"23.11.2009",1,129.95,63.08,127655107
"392",144129,"16.12.2009",1,59.95,24,127813003
"393",123337,"12.04.2007",1,69.95,31.88,125521930
"394",137500,"16.05.2009",1,249.95,162.5,126447142
"395",127041,"27.06.2011",1,99.95,44.98,131546395
"396",189650,"18.11.2009",1,69.95,35,130965955
"397",176847,"12.04.2008",1,49.95,26,129030070
"398",149762,"22.11.2005",1,29.95,10.25,128012243
"399",113691,"12.01.2009",1,11.95,3,127697596
"400",167212,"30.04.2011",1,34.95,10.03,128640656
"401",147701,"16.09.2005",1,49.95,22.6,127948751
"402",143653,"13.12.2009",1,69.95,26.6,127789671
"403",108573,"16.12.2005",1,59.95,28,124531070
"404",195934,"08.10.2011",1,199.95,94.5,131579017
"405",146408,"24.06.2006",1,99.95,53.51,128176997
"406",110897,"30.06.2006",1,44.95,21,124736949
"407",112589,"11.12.2010",1,14.95,3.15,128228309
"408",193839,"12.05.2010",1,9.95,0,131358705
"409",104533,"15.11.2005",1,379.95,151.5,124431716
"410",141931,"12.02.2009",1,29.95,12.65,127705640
"411",103681,"28.06.2010",1,79.95,40,131179869
"412",156983,"11.10.2006",1,49.95,14.98,128267505
"413",191223,"04.03.2010",1,59.95,27.55,131123147
"414",117903,"04.11.2007",1,3.95,1.73,125183065
"415",102089,"09.07.2005",1,199.95,87.69,124377438
"416",126574,"02.03.2008",1,99.95,53,125706572
"417",112832,"24.11.2006",1,4.95,1.65,124914069
"418",121800,"19.11.2007",1,24.95,9.85,125442076
"419",141120,"07.11.2011",1,29.95,8.5,128739802
"420",197760,"12.08.2011",1,49.95,21.75,131746928
"421",187079,"26.10.2007",1,49.95,18.71,129910491
"422",153866,"10.11.2010",1,99.95,42.5,131252565
"423",148227,"18.10.2005",1,9.95,5,127964466
"424",167439,"05.07.2011",1,79.95,40,128648773
"425",141112,"24.11.2009",1,19.95,28.93,127660450
"426",161211,"02.11.2007",1,69.95,30,128396883
"427",133202,"12.01.2008",1,24.95,10.4,126152606
"428",133150,"12.01.2008",1,35,17.5,126150365
"429",157334,"12.06.2010",4,319.8,140,131361705
"430",120942,"30.10.2007",1,249.95,145,125393361
"431",172283,"29.09.2011",1,129.95,66.58,128851789
"432",159385,"28.04.2010",1,59.95,24,131137626
"433",150561,"21.06.2010",1,59.95,15.98,128035152
"434",173988,"21.11.2011",1,119.95,60,131690044
"435",101243,"30.03.2006",1,199.95,87.69,124663365
"436",182437,"02.05.2012",1,179.95,93.84,129268071
"437",113550,"25.11.2006",1,34.95,15.06,124920016
"438",133202,"12.01.2008",1,24.95,10.4,126152606
"439",174189,"03.10.2009",1,59.95,27.5,129137920
"440",182934,"11.02.2009",1,99.95,40.8,129291366
"441",116948,"02.01.2007",1,59.95,30.53,125115432
"442",106540,"12.03.2007",2,79.9,37.2,124477378
"443",120877,"28.10.2007",1,389.95,180,125390081
"444",102103,"09.03.2005",1,129.95,72.5,124376742
"445",138288,"07.12.2009",1,59.95,24,127464590
"446",147507,"25.03.2010",1,14.95,5.8,127943320
"447",192779,"11.03.2010",1,39.95,14.03,131279312
"448",189011,"24.01.2012",1,29.95,13.8,130046900
"449",186437,"14.09.2005",1,39.95,17.83,129870907
"450",101005,"28.03.2005",1,24.95,9.85,124328007
"451",181838,"20.12.2010",1,129.95,46.75,131410930
"452",160447,"29.12.2006",1,119.95,63.25,128368121
"453",111570,"09.06.2006",1,34.95,11.76,124788329
"454",152269,"01.12.2012",1,199.95,120,129237804
"455",117883,"12.12.2009",1,49.95,24.25,131033383
"456",104683,"12.08.2006",1,59.95,26.08,124435209
"457",159763,"27.10.2010",1,79.95,19.5,131269702
"458",168020,"23.05.2011",1,59.95,29,128669598
"459",187047,"22.09.2011",1,49.95,12,130032203
"460",132583,"23.11.2008",1,39.95,14.65,126117407
"461",133410,"12.03.2008",1,59.95,30,126163884
"462",186672,"28.05.2009",1,49.95,18,129956150
"463",119844,"09.03.2007",1,12.95,2.7,125321587
"464",159872,"12.12.2006",1,14.95,8.4,128350281
"465",118015,"19.04.2007",1,369.95,181,125190376
"466",167896,"20.05.2011",1,4.95,1.08,128665229
"467",138402,"21.07.2009",1,29.95,12.35,127472382
"468",102164,"10.06.2005",1,249.95,95.04,124378558
"469",127206,"03.06.2008",1,199.95,108,125745093
"470",157321,"15.11.2006",1,99.95,45,128278023
"471",131677,"11.08.2008",1,19.95,7.05,126061367
"472",165335,"12.10.2011",1,79.95,30,131752560
"473",146337,"25.05.2005",1,39.95,14.95,127903550
"474",145138,"09.10.2009",1,79.95,27,129243518
"475",160013,"14.12.2006",1,399.95,235,128354730
"476",103749,"11.01.2005",1,24.95,11,124414163
"477",155253,"09.06.2006",1,269.95,162.49,128209822
"478",137218,"21.04.2009",1,199.95,108,126410095
"479",120125,"18.09.2007",1,49.95,17.6,125339992
"480",192763,"09.11.2012",1,59.95,22.5,131968880
"481",189882,"27.11.2009",1,39.95,15.98,130985086
"482",172467,"18.07.2008",2,119.9,60,128859814
"483",176526,"12.02.2008",1,29.95,13.6,129020609
"484",131130,"22.10.2008",1,4.95,1.96,126026529
"485",187611,"12.01.2008",1,49.95,18.35,129943947
"486",192811,"11.04.2010",1,34.95,11.03,131282006
"487",145472,"28.02.2005",1,99.95,49,127872963
"488",122502,"28.11.2007",1,99.95,35.36,125482502
"489",181319,"26.12.2011",1,99.95,44.07,129213006
"490",106422,"12.03.2005",1,19.95,7.6,124474754
"491",119613,"08.10.2007",1,139.95,68,125300632
"492",180253,"27.04.2009",1,29.95,12.35,129162174
"493",131437,"11.02.2008",1,24.95,8.84,126047593
"494",111462,"31.08.2006",1,89.95,45.13,124782320
"495",103763,"21.08.2006",1,49.95,22,128201974
"496",151963,"08.02.2010",1,54.95,24.15,128077334
"497",134001,"12.07.2008",1,34.95,25.27,126194904
"498",181058,"19.12.2011",1,39.95,15.98,129199305
"499",181829,"01.10.2012",1,59.95,22.5,129235639
"500",158337,"12.07.2007",1,69.95,30.74,128674653
"501",139686,"21.10.2009",1,29.95,7.29,127566992
"502",167813,"12.04.2007",1,79.95,28.9,128662316
"503",139951,"11.03.2009",1,39.95,11,127587881
"504",101881,"12.12.2010",1,129.95,50,128393042
"505",153572,"26.10.2008",1,39.95,18,128939293
"506",165862,"21.03.2011",1,199.95,110,128593175
"507",173465,"25.09.2008",1,84.95,58.39,128910333
"508",133758,"12.05.2008",1,199.95,73.82,126182753
"509",137497,"15.05.2009",1,89.95,33.31,126446856
"510",133606,"12.05.2008",1,99.95,34.87,129032385
"511",190590,"12.08.2010",1,39.95,19.2,131375058
"512",198466,"25.02.2012",1,29.95,28.56,131833259
"513",137880,"06.12.2009",1,129.95,78.99,126474072
"514",117938,"14.04.2007",1,29.95,14.47,125185388
"515",171875,"06.11.2008",1,59.95,28.85,128834538
"516",130985,"15.10.2008",1,349.95,251,126017607
"517",147990,"10.03.2005",1,89.95,45,127957229
"518",149164,"15.05.2010",1,99.95,46.8,127994222
"519",157285,"23.01.2007",1,369.95,181,128384510
"520",112505,"24.02.2007",1,149.95,62.5,125137484
"521",111950,"15.08.2005",1,69.95,30,127934393
"522",192887,"11.10.2010",1,24.95,7.25,131290140
"523",150579,"21.06.2010",1,54.95,23.04,128035643
"524",100855,"27.10.2005",1,39.95,16.4,124409892
"525",172598,"24.07.2008",1,29.95,12.35,128865556
"526",183246,"12.09.2009",1,154.95,65,131022488
"527",181501,"27.07.2009",1,19.95,9.8,129219824
"528",154005,"19.05.2006",1,39.95,20,128157048
"529",133091,"12.12.2009",1,89.95,33.4,127781850
"530",172265,"07.03.2008",1,459.95,219.99,128851053
"531",129179,"21.12.2007",1,59.95,22.58,128708185
"532",157827,"28.11.2010",1,59.95,24,128293001
"533",107797,"12.11.2005",1,59.95,22.5,124507225
"534",165402,"03.07.2011",1,4.95,1.08,128576417
"535",150779,"12.04.2005",1,49.95,25,128041422
"536",103288,"04.07.2006",1,199.95,80,128138458
"537",126102,"01.06.2008",1,69.95,33.5,125670216
"538",170580,"08.06.2011",1,799.95,408.95,128776492
"539",186682,"22.06.2006",2,139.9,56.72,129884869
"540",155472,"14.09.2006",1,4.95,3.19,128216531
"541",132555,"15.12.2008",1,69.95,23.29,126255150
"542",178094,"12.05.2011",1,99.95,42.65,129072393
"543",135777,"25.12.2008",1,79.95,43,126293140
"544",154127,"17.10.2010",1,59.95,24,128162075
"545",135125,"30.05.2010",1,29.95,8.03,128009292
"546",121974,"22.06.2011",1,14.95,12.5,128715369
"547",183544,"17.03.2012",1,299.95,134.42,129325608
"548",129029,"06.12.2008",1,34.95,8.8,125872415
"549",104636,"12.07.2006",1,149.95,62.5,124434063
"550",158410,"30.11.2010",1,139.95,44.85,128309248
"551",147764,"21.09.2005",1,49.95,25,127950993
"552",194185,"12.11.2010",2,119.9,48,131386080
"553",138734,"15.08.2009",1,129.95,67.62,127498416
"554",122158,"17.10.2008",1,24.95,12,126019679
"555",124754,"19.05.2009",1,49.95,22,126450443
"556",106183,"12.02.2005",1,49.95,22.6,124468919
"557",145510,"03.02.2005",1,169.95,70,127874169
"558",129575,"15.07.2008",1,149.95,62.88,125914651
"559",195617,"17.06.2011",1,29.95,10.3,131540908
"560",176821,"26.01.2012",1,79.95,29.98,129255320
"561",117078,"02.09.2007",1,69.95,30,125124143
"562",192754,"11.02.2010",1,69.95,28.43,131277179
"563",188730,"07.06.2011",1,199.95,85,130026287
"564",132108,"05.11.2010",1,119.95,66,127990571
"565",106547,"12.05.2005",1,49.95,25,124477614
"566",192095,"20.02.2011",1,29.95,10.3,131460354
"567",122612,"09.03.2008",1,29.95,12.35,128890793
"568",154465,"19.06.2006",1,29.95,27.45,128174524
"569",179126,"27.01.2009",1,54.95,22.6,129113756
"570",117766,"04.04.2007",1,69.95,35,125175311
"571",154149,"12.10.2008",1,129.95,67.08,129054857
"572",117211,"21.02.2007",1,54.95,22.5,125133999
"573",104011,"15.08.2008",1,69.95,29,125946319
"574",103257,"18.10.2005",1,24.95,7.5,124403396
"575",100131,"13.02.2006",1,499.95,349,123494719
"576",156998,"19.11.2006",1,39.95,15.09,128283824
"577",121627,"16.11.2007",1,99.95,49,125433240
"578",148859,"07.06.2010",1,34.95,11.79,131185411
"579",131528,"04.01.2009",1,179.95,72.36,126392023
"580",156022,"15.11.2010",1,79.95,36,128237631
"581",196505,"23.10.2011",3,119.85,41.52,131639228
"582",181062,"27.06.2009",1,79.95,29,129199494
"583",114855,"12.06.2006",1,59.95,28.82,124983942
"584",135011,"14.12.2008",1,24.95,7.5,126247988
"585",121719,"18.06.2012",1,2.95,1.79,129458378
"586",109629,"01.04.2009",1,69.95,21.8,126310860
"587",145433,"25.02.2005",1,79.95,31.36,127871600
"588",106794,"30.09.2005",1,24.95,7.5,127956349
"589",142361,"12.05.2009",1,29.95,14.99,127726281
"590",173234,"31.07.2009",1,329.95,159.95,129221813
"591",108735,"26.01.2006",1,9.95,3.26,124560727
"592",156441,"11.10.2008",1,124.95,43.98,128964974
"593",180893,"17.10.2011",1,49.95,16,131630084
"594",123906,"12.07.2007",1,59.95,27,125550594
"595",122957,"12.01.2007",1,49.95,18,125504404
"596",125601,"18.12.2007",1,54.95,22.6,125632928
"597",152903,"17.05.2011",1,29.95,12.35,128661039
"598",137309,"30.04.2009",1,6.95,1.25,126418566
"599",105522,"18.12.2010",1,29.95,15,128437876
"600",157596,"21.01.2011",1,24.95,11.25,131437118
"601",170399,"17.01.2012",1,49.95,12,131804722
"602",101513,"06.08.2005",1,4.95,2,124351636
"603",145465,"14.12.2010",1,49.95,12.95,131397100
"604",146762,"24.06.2005",1,99.95,45,127916566
"605",114627,"12.05.2006",1,39.95,20,124974110
"606",179743,"12.12.2011",1,49.95,20.25,129140629
"607",195630,"20.06.2011",1,0,7.05,131542495
"608",171323,"05.09.2008",1,69.95,27.5,128811003
"609",194668,"17.01.2011",1,249.95,108,131434419
"610",126620,"02.05.2008",1,54.95,22.6,125709616
"611",191428,"05.12.2010",1,299.95,105.95,131146142
"612",103682,"12.08.2011",2,119.9,41.06,131745342
"613",132616,"24.11.2008",1,49.95,19.36,126119236
"614",128138,"29.04.2008",1,14.95,4.5,125814235
"615",161368,"11.07.2011",1,29.95,13.8,128943195
"616",121456,"11.12.2007",1,99.95,46,125423427
"617",193526,"29.11.2010",1,39.95,15.98,131335833
"618",196386,"13.10.2011",1,49.95,14.15,131627347
"619",118516,"25.05.2007",1,99.95,52.5,125223943
"620",146046,"19.04.2005",1,169.95,76,127891890
"621",113891,"23.12.2011",1,59.95,22.5,129210686
"622",110689,"13.06.2006",1,119.95,55,124723037
"623",144483,"27.08.2007",2,31.9,11.66,128513926
"624",127534,"27.03.2008",1,39.95,18,125775691
"625",143409,"12.11.2009",1,129.95,61.51,127777616
"626",170775,"01.07.2010",1,29.95,10,131063266
"627",124444,"12.10.2007",1,39.95,15.11,125575036
"628",115320,"12.10.2006",1,49.95,22,125007959
"629",174763,"19.12.2010",1,79.95,25.99,131409244
"630",143900,"14.12.2009",1,59.95,24,127801090
"631",198035,"16.12.2011",1,69.95,35,131773275
"632",172946,"29.08.2008",1,169.95,74,128888077
"633",194097,"12.09.2010",1,49.95,49,131380197
"634",135114,"15.12.2008",1,29.95,18.95,126253211
"635",104705,"13.12.2008",1,29.95,14.97,129065402
"636",109151,"19.01.2006",1,99.95,34.15,124557000
"637",138951,"09.07.2009",1,39.95,11.23,127517551
"638",123107,"06.03.2010",1,499.95,241.77,129989734
"639",199047,"19.06.2012",1,24.95,12,131912497
"640",118006,"18.04.2007",1,69.95,34.99,125189710
"641",168388,"12.10.2007",1,29.95,12,128682606
"642",122469,"12.12.2008",1,399.95,235,129062210
"643",157913,"10.02.2011",1,199.95,89.15,128857400
"644",112018,"10.07.2006",1,129.95,61.75,124818068
"645",103434,"13.12.2005",1,39.95,15,124407255
"646",191497,"22.05.2010",1,24.95,10.3,131153868
"647",138013,"23.10.2006",3,89.85,35.1,128240230
"648",124672,"12.11.2007",1,134.95,47.25,125586345
"649",135024,"14.12.2008",1,49.95,24,126248605
"650",178905,"12.08.2011",1,49.95,12,129103244
"651",159640,"12.10.2006",1,44.95,19.76,128343741
"652",141283,"27.11.2009",1,49.95,20.78,127670983
"653",163823,"22.01.2011",1,149.95,72,128510061
"654",145874,"28.01.2010",1,69.95,22.51,127885582
"655",153901,"10.11.2010",1,79.95,25.2,128151218
"656",123820,"12.06.2007",1,119.95,64.66,125545878
"657",186962,"14.07.2008",1,59.95,26,129929586
"658",144258,"12.05.2010",1,59.95,24,131359968
"659",156196,"16.11.2010",1,89.95,40,128243287
"660",119486,"25.07.2008",1,59.95,24,125925870
"661",127325,"08.10.2009",1,74.95,34.2,129226477
"662",176675,"12.03.2008",1,59.95,19.19,129024749
"663",117746,"04.03.2007",1,59.95,27.5,125174236
"664",168467,"06.05.2011",1,119.95,47,128685547
"665",162581,"21.12.2010",1,29.95,22.5,128448479
"666",111419,"25.08.2006",1,129.95,60,124777878
"667",178545,"12.06.2011",1,39.95,25.9,129088214
"668",101521,"06.10.2005",1,18.95,5.52,124352394
"669",108740,"19.12.2005",1,69.95,25,124538494
"670",147178,"04.12.2006",1,69.95,30,128141730
"671",112194,"19.10.2006",1,139.95,67.99,124831333
"672",142676,"12.07.2009",1,99.95,43.14,127741297
"673",196916,"26.12.2011",1,29.95,11.75,131787874
"674",149129,"11.11.2005",1,36.95,17.76,127992958
"675",117690,"11.10.2009",1,79.95,30,127607945
"676",127606,"04.01.2008",1,64.95,28,125780401
"677",109090,"02.07.2010",1,59.95,27,127898118
"678",167272,"17.07.2011",1,99.95,46.75,128746194
"679",141399,"28.11.2009",1,69.95,28,127678093
"680",185633,"25.07.2012",1,49.95,11.21,129510992
"681",125403,"17.12.2007",1,49.95,20.65,125622841
"682",134939,"13.12.2008",1,29.95,13.6,126244614
"683",113607,"26.11.2006",1,39.95,17.5,124923800
"684",104712,"12.08.2006",1,39.95,12.75,124435935
"685",105030,"25.05.2010",1,29.95,11.5,131156376
"686",166927,"26.11.2007",1,24.95,16.44,128631389
"687",109092,"14.01.2006",1,119.95,58.39,124554569
"688",163002,"20.10.2010",4,27.8,6.28,131261180
"689",168379,"12.10.2007",1,59.95,28.38,128682167
"690",105249,"13.12.2006",1,39.95,17.79,124447379
"691",151869,"28.12.2005",1,249.95,110,128085242
"692",183093,"23.11.2009",1,59.95,43,130978783
"693",106108,"20.05.2008",1,159.95,85,128816572
"694",169137,"22.12.2007",1,89.95,49,128709635
"695",183715,"29.03.2012",1,49.95,29,129342322
"696",119784,"28.08.2007",1,69.95,31.3,125316761
"697",108100,"18.12.2007",1,79.95,30,124514135
"698",158830,"12.02.2006",1,129.95,61.11,128321160
"699",186416,"07.06.2005",1,69.95,33.8,129869242
"700",116957,"02.01.2007",1,59.95,24.5,125116156
"701",144774,"28.12.2009",1,129.95,37.16,127849442
"702",127426,"20.03.2008",1,49.95,22.94,125768372
"703",114669,"12.05.2006",1,12.95,4.5,124975910
"704",166947,"23.04.2011",1,299.95,140,128631919
"705",187864,"19.08.2009",1,59.95,24,129962131
"706",161661,"03.12.2007",1,119.95,64.46,128413700
"707",119013,"30.06.2007",1,99.95,45.95,125263004
"708",175795,"03.11.2012",1,39.95,25.9,129318193
"709",113686,"18.06.2007",1,49.95,25,125250798
"710",131365,"30.10.2008",1,99.95,40,126039784
"711",109591,"27.02.2006",1,49.95,21.95,124587686
"712",125968,"01.01.2008",1,24.95,10,125662172
"713",179071,"12.09.2011",1,49.95,16,129111859
"714",172287,"07.06.2008",1,79.95,46.12,128852024
"715",156423,"29.10.2006",1,49.95,25,128249849
"716",175884,"24.11.2008",1,24.95,9.75,128998788
"717",132249,"19.11.2008",1,69.95,26.6,126098536
"718",137836,"06.10.2009",1,54.95,24.99,126471430
"719",168070,"06.09.2011",1,19.95,5.3,130672114
"720",120180,"22.09.2007",1,74.95,35,125344960
"721",116169,"18.12.2006",1,59.95,19.81,125050867
"722",130186,"28.08.2008",1,69.95,29.87,125958139
"723",186195,"09.06.2012",1,39.95,16.5,129582324
"724",178219,"12.05.2011",1,99.95,35,129075797
"725",116319,"19.12.2006",1,99.95,37.5,125058715
"726",103580,"28.10.2005",1,29.95,18.62,124410592
"727",197655,"12.06.2011",1,39.95,18.66,131736673
"728",139774,"25.10.2009",1,79.95,26.83,127573086
"729",127857,"04.11.2008",1,99.95,50,125794733
"730",136065,"01.12.2009",1,99.95,55,126320837
"731",154901,"08.08.2006",1,34.95,14.25,128196214
"732",143322,"12.11.2009",1,129.95,75,127773210
"733",186431,"09.12.2005",1,259.95,123.03,129870702
"734",169595,"07.04.2011",1,24.95,7.25,128731019
"735",163305,"07.06.2007",1,24.95,9,128484271
"736",116747,"17.01.2007",1,29.95,16.18,125102246
"737",155707,"11.11.2010",1,79.95,27.56,128225895
"738",147764,"21.09.2005",1,49.95,25,127950993
"739",112992,"14.11.2006",1,89.95,42.15,124888169
"740",110991,"07.11.2006",1,69.95,37.5,124745247
"741",198032,"24.05.2012",1,89.95,15,131893905
"742",163100,"19.06.2007",1,29.95,12.35,128473835
"743",163434,"01.09.2011",1,39.95,12.78,128491587
"744",189981,"17.11.2010",1,24.95,11.25,131306195
"745",163210,"29.06.2007",1,89.95,42.8,128479834
"746",182676,"13.02.2012",1,19.95,16.9,129279545
"747",125116,"14.12.2007",1,29.95,8.5,125608386
"748",161719,"15.12.2010",1,29.95,16.5,128415477
"749",153462,"29.03.2006",1,69.95,28,128133921
"750",106598,"12.05.2005",1,49.95,25,124478802
"751",133147,"12.01.2008",1,49.95,21.48,126150061
"752",165518,"11.04.2007",1,179.95,66.11,128580690
"753",108529,"16.12.2005",1,99.95,60,124529333
"754",113573,"25.11.2006",1,19.95,7.6,124921146
"755",143154,"12.06.2010",1,79.95,40,128350346
"756",103129,"12.09.2005",1,4.95,1.74,124400211
"757",196882,"16.11.2011",1,14.95,7.5,131677176
"758",159576,"29.07.2008",1,119.95,48.09,128868878
"759",116871,"27.01.2007",1,42.95,20,125110781
"760",121536,"14.11.2007",1,649.95,245,125428433
"761",116462,"28.12.2006",1,129.95,50,125072492
"762",190434,"12.10.2009",1,99.95,38.8,131028619
"763",154610,"12.06.2011",1,79.95,24.95,129083649
"764",174299,"30.10.2008",1,24.95,8,128944427
